datetime,unique_id,temp,humidity,decibels,latitude,longitude,last_fix,status
2025-10-31 21:54:33,device_0,26.70,60.00,41.74,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:54:38,device_0,26.70,60.00,41.66,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:54:43,device_0,26.70,60.00,41.03,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:54:48,device_0,26.70,60.00,39.18,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:54:54,device_0,26.70,60.00,37.27,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:54:58,device_0,26.70,60.00,32.02,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:55:03,device_0,26.70,60.00,32.89,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:55:08,device_0,26.70,60.00,32.35,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:55:13,device_0,26.70,60.00,30.44,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:55:18,device_0,26.70,60.00,31.98,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:55:23,device_0,26.70,60.00,32.31,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:55:28,device_0,26.70,60.00,35.49,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:55:33,device_0,26.70,60.00,32.98,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:55:38,device_0,26.70,60.00,32.99,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:55:43,device_0,26.70,60.00,30.30,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:55:48,device_0,26.70,60.00,32.22,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:55:54,device_0,26.70,60.00,32.34,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:55:59,device_0,26.70,60.00,30.52,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:56:03,device_0,26.70,60.00,32.96,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:56:09,device_0,26.70,60.00,35.06,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:56:12,device_0,26.70,60.00,34.03,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:56:13,device_0,26.70,60.20,36.44,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:56:18,device_0,26.70,61.00,36.94,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:56:24,device_0,26.70,61.00,38.23,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:56:28,device_0,26.70,61.00,35.08,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:56:33,device_0,26.70,61.00,34.89,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:56:38,device_0,26.70,61.00,38.19,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:56:44,device_0,26.70,61.00,38.53,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:56:48,device_0,26.70,61.00,37.34,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:56:53,device_0,26.70,61.00,33.12,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:56:58,device_0,26.70,61.00,34.10,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:57:04,device_0,26.70,61.00,44.03,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:57:08,device_0,26.70,61.00,36.36,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:57:13,device_0,26.70,61.00,34.31,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:57:18,device_0,26.70,61.00,32.91,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:57:23,device_0,26.70,61.00,33.34,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:57:28,device_0,26.70,61.00,58.50,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:57:33,device_0,26.70,62.00,40.58,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:57:38,device_0,26.70,62.00,34.95,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:57:43,device_0,26.78,62.00,50.43,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:57:49,device_0,27.10,62.00,36.37,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:57:54,device_0,27.10,62.00,36.85,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:57:58,device_0,27.10,62.00,38.05,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:58:03,device_0,27.10,62.00,36.94,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:58:08,device_0,27.10,62.00,37.81,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:58:13,device_0,27.10,62.00,36.72,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:58:18,device_0,27.10,62.00,35.17,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:58:23,device_0,27.10,62.00,34.76,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:58:28,device_0,27.10,62.00,30.40,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:58:34,device_0,27.10,62.00,34.61,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:58:38,device_0,27.10,62.00,38.13,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:58:44,device_0,27.10,62.00,35.91,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:58:48,device_0,27.10,62.00,33.32,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:58:54,device_0,27.10,62.00,32.26,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:58:58,device_0,27.10,62.00,33.87,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:59:03,device_0,27.10,62.00,35.50,-1.00000000,-1.00000000,-1.00,EMERGENCY
2025-10-31 21:59:08,device_0,27.10,62.00,31.35,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:59:13,device_0,27.10,62.00,34.52,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:59:18,device_0,27.10,62.00,39.11,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:59:23,device_0,27.10,62.00,42.95,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:59:28,device_0,27.10,62.20,57.11,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:59:33,device_0,27.10,63.00,42.19,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:59:38,device_0,27.10,64.00,40.88,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:59:43,device_0,27.10,63.60,40.69,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:59:48,device_0,27.10,63.00,37.76,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:59:53,device_0,27.10,63.00,35.09,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 21:59:58,device_0,27.10,63.00,38.49,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:01:27,device_0,27.10,63.00,41.75,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:01:32,device_0,27.10,63.00,41.24,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:01:37,device_0,27.10,63.00,45.68,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:01:42,device_0,27.10,63.00,38.15,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:01:47,device_0,27.10,63.00,39.48,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:01:52,device_0,27.10,63.00,39.12,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:01:57,device_0,27.10,63.00,42.83,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:02:02,device_0,27.10,63.00,39.09,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:02:07,device_0,27.10,63.00,40.54,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:02:12,device_0,27.10,63.00,39.51,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:02:17,device_0,27.10,63.00,40.44,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:02:22,device_0,27.10,63.80,31.59,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:02:27,device_0,27.10,64.00,36.66,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:02:32,device_0,27.10,64.00,33.19,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:02:37,device_0,27.10,64.00,30.37,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:02:42,device_0,27.10,64.00,35.03,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:02:47,device_0,27.10,64.00,32.91,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:02:52,device_0,27.10,64.00,32.04,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:02:57,device_0,27.10,64.00,27.80,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:03:02,device_0,27.10,64.00,28.66,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:03:07,device_0,27.10,64.00,38.81,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:03:12,device_0,27.10,64.00,35.28,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:03:17,device_0,27.10,64.00,37.45,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:03:22,device_0,27.10,64.00,40.22,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:03:27,device_0,27.10,64.00,34.71,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:03:32,device_0,27.10,64.00,33.30,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:03:37,device_0,27.10,64.00,30.60,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:03:42,device_0,27.10,64.00,34.41,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:03:47,device_0,27.10,64.00,30.49,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:03:52,device_0,27.10,64.00,35.94,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:03:57,device_0,27.10,64.00,32.68,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:04:02,device_0,27.10,64.00,30.39,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:04:07,device_0,27.10,64.00,29.96,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:04:12,device_0,27.10,64.00,34.45,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:04:17,device_0,27.10,64.00,34.21,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:04:22,device_0,27.10,64.00,29.55,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:04:27,device_0,27.10,64.00,27.03,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:04:32,device_0,27.10,64.00,30.67,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:04:37,device_0,27.10,64.00,33.98,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:04:42,device_0,27.10,64.00,30.52,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:04:47,device_0,27.10,64.00,27.18,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:04:52,device_0,27.10,64.00,30.46,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:04:57,device_0,27.10,64.00,28.76,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:05:02,device_0,27.10,64.00,27.47,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:05:07,device_0,27.10,64.00,34.02,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:05:12,device_0,27.10,64.00,30.89,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:05:17,device_0,27.10,64.00,26.81,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:05:22,device_0,27.10,64.00,30.75,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:05:27,device_0,27.10,64.00,31.21,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:05:32,device_0,27.10,64.00,28.36,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:05:37,device_0,27.10,64.00,31.18,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:05:42,device_0,27.10,64.00,29.32,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:05:47,device_0,27.10,64.00,28.46,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:05:52,device_0,27.10,64.00,31.77,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:05:57,device_0,27.10,64.00,35.23,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:06:02,device_0,27.10,64.00,27.82,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:06:07,device_0,27.10,63.40,27.21,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:06:12,device_0,27.10,63.00,28.75,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:06:17,device_0,27.10,63.00,34.81,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:06:22,device_0,27.10,63.00,31.19,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:06:27,device_0,27.10,63.00,28.05,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:06:32,device_0,27.10,63.00,28.10,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:06:37,device_0,27.10,63.00,34.18,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:06:42,device_0,27.10,63.00,28.66,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:06:47,device_0,27.10,62.40,28.38,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:06:52,device_0,27.10,62.00,32.66,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:06:57,device_0,27.10,62.00,27.71,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:07:02,device_0,27.10,62.00,29.03,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:07:07,device_0,26.86,62.00,31.45,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:07:12,device_0,26.70,62.00,28.29,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:07:17,device_0,26.70,62.00,27.67,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:07:22,device_0,26.70,62.00,34.78,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:07:27,device_0,26.70,61.80,27.18,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:07:32,device_0,26.70,61.00,31.50,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:07:37,device_0,26.70,61.00,31.28,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:07:42,device_0,26.70,61.00,27.72,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:07:47,device_0,26.70,61.00,30.07,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:07:52,device_0,26.70,61.00,30.65,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:07:57,device_0,26.70,61.00,28.70,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:08:02,device_0,26.70,61.00,32.78,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:08:07,device_0,26.60,61.00,31.30,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:08:12,device_0,26.20,61.00,28.34,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:08:17,device_0,26.20,60.00,29.96,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:08:22,device_0,26.20,60.00,32.41,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:08:27,device_0,26.20,60.00,29.80,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:08:32,device_0,26.20,60.00,31.62,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:08:37,device_0,26.20,60.00,29.61,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:08:42,device_0,26.20,60.00,30.08,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:08:47,device_0,26.20,60.00,29.47,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:08:52,device_0,26.20,60.00,29.01,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:08:57,device_0,26.20,60.00,33.70,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:09:02,device_0,26.20,60.00,27.51,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:09:07,device_0,26.20,60.00,29.38,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:09:12,device_0,26.20,60.00,33.77,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:09:17,device_0,26.20,60.00,27.52,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:09:22,device_0,26.20,60.00,28.47,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:09:27,device_0,25.80,60.00,33.07,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:09:32,device_0,25.80,60.00,30.12,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:09:37,device_0,25.80,59.40,29.15,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:09:42,device_0,25.80,59.00,29.43,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:09:47,device_0,25.80,59.00,30.46,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:09:52,device_0,25.80,59.00,29.93,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:09:57,device_0,25.80,59.00,29.65,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:10:02,device_0,25.80,59.00,28.87,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:10:07,device_0,25.80,59.00,30.14,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:10:12,device_0,25.80,59.00,29.68,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:10:17,device_0,25.80,59.00,29.43,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:10:22,device_0,25.80,59.00,30.09,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:10:27,device_0,25.80,59.00,28.53,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:10:32,device_0,25.80,59.00,28.09,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:10:37,device_0,25.80,59.00,28.46,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:10:42,device_0,25.80,59.00,31.69,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:10:47,device_0,25.80,59.00,30.94,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:10:52,device_0,25.80,59.00,28.09,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:10:57,device_0,25.80,59.00,28.19,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:11:02,device_0,25.80,58.20,29.38,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:11:07,device_0,25.80,58.00,33.40,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:11:12,device_0,25.80,58.00,28.54,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:11:17,device_0,25.80,58.00,27.63,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:11:22,device_0,25.80,58.00,34.09,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:11:27,device_0,25.80,58.00,29.70,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:11:32,device_0,25.80,58.00,28.32,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:11:37,device_0,25.76,58.00,30.68,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:11:42,device_0,25.36,58.00,33.38,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:11:47,device_0,25.30,58.00,29.96,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:11:52,device_0,25.30,58.00,30.07,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:11:57,device_0,25.30,57.40,27.44,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:12:02,device_0,25.30,57.00,29.35,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:12:07,device_0,25.30,57.00,29.22,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:12:12,device_0,25.30,57.00,33.48,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:12:17,device_0,25.30,57.00,32.89,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:12:22,device_0,25.30,57.00,31.80,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:12:27,device_0,25.30,57.00,28.31,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:12:32,device_0,25.30,57.00,28.01,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:12:37,device_0,25.30,57.00,28.98,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:12:42,device_0,25.30,57.00,28.09,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:12:47,device_0,25.30,57.00,29.58,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:12:52,device_0,25.30,57.00,28.20,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:12:57,device_0,25.30,57.00,28.30,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:13:02,device_0,25.30,57.00,33.48,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:13:08,device_0,25.30,57.00,31.39,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:13:12,device_0,25.10,57.00,28.33,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:13:17,device_0,24.84,57.00,27.90,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:13:22,device_0,24.80,57.00,27.71,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:13:27,device_0,24.80,57.00,33.11,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:13:32,device_0,24.80,57.00,33.72,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:13:37,device_0,24.80,57.00,28.50,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:13:42,device_0,24.80,57.00,27.73,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:13:47,device_0,24.80,56.40,28.58,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:13:52,device_0,24.80,56.00,31.87,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:13:57,device_0,24.80,56.00,33.78,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:14:02,device_0,24.80,56.00,28.83,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:14:07,device_0,24.80,56.00,28.65,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:14:12,device_0,24.80,56.00,29.00,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:14:17,device_0,24.80,56.00,28.82,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:14:22,device_0,24.80,56.40,29.39,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:14:27,device_0,24.80,57.00,29.77,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:14:32,device_0,24.80,57.00,28.99,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:14:37,device_0,24.80,57.00,30.54,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:14:42,device_0,24.80,57.80,33.40,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:14:47,device_0,24.80,58.00,29.74,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:14:52,device_0,24.80,57.60,28.29,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:14:57,device_0,24.80,57.00,28.36,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:15:02,device_0,24.80,57.00,28.66,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:15:07,device_0,24.80,57.00,33.85,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:15:12,device_0,24.80,57.00,32.59,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:15:17,device_0,24.80,57.00,28.88,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:15:22,device_0,24.80,57.00,28.68,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:15:27,device_0,24.80,57.00,28.33,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:15:32,device_0,24.80,56.60,31.99,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:15:37,device_0,24.80,56.00,34.30,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:15:42,device_0,24.80,56.00,28.18,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:15:47,device_0,24.80,56.00,28.12,-1.00000000,-1.00000000,-1.00,OK
2025-10-31 22:15:52,device_0,24.80,56.00,28.33,-1.00000000,-1.00000000,-1.00,OK
